Gene1	Gene2
ABZ1	YKR104W
ABZ1	YLL054C
ABZ1	YLL056C
ABZ1	YLR042C
ABZ1	YLR224W
ABZ1	YLR311C
ABZ1	YLR415C
ABZ1	YLR422W
ABZ1	YME1
ABZ1	YNL109W
ABZ1	YOL013W-A
ABZ1	YOR223W
ABZ1	YOR225W
ABZ1	YOR289W
ABZ1	YOR300W
ABZ1	YPL025C
ABZ1	YPL066W
ABZ1	YPL182C
ABZ1	YPL225W
ABZ1	YPR127W
ABZ1	YTA6
ABZ1	ZTA1
ABZ1	apc5-CA
ABZ1	cdc48-2
ABZ2	APE2
ABZ2	APM3
ABZ2	BCY1
ABZ2	BMH1
ABZ2	CBS2
ABZ2	CDA2
ABZ2	CDC50
ABZ2	CEM1
ABZ2	COG8
ABZ2	COX12
ABZ2	COX23
ABZ2	CRF1
ABZ2	CSI1
ABZ2	CSM1
ABZ2	DCC1
ABZ2	DSF2
ABZ2	ECM2
ABZ2	EDC2
ABZ2	EDS1
ABZ2	ELM1
ABZ2	EXG2
ABZ2	FAR3
ABZ2	FAR7
ABZ2	FLX1
ABZ2	GDE1
ABZ2	GDH2
ABZ2	GLO4
ABZ2	GPT2
ABZ2	GRX2
ABZ2	GYP1
ABZ2	HIR1
ABZ2	HNT2
ABZ2	HSP60_damp
ABZ2	HST3
ABZ2	HST4
ABZ2	HXK1
ABZ2	HXT10
ABZ2	HXT8
ABZ2	INM2
ABZ2	IRC15
ABZ2	JJJ3
ABZ2	KAR3
ABZ2	KAR9
ABZ2	KGD2
ABZ2	KIN82
ABZ2	LRS4
ABZ2	MDM10
ABZ2	MEC3
ABZ2	MGR1
ABZ2	MGR2
ABZ2	MGR3
ABZ2	MRS3
ABZ2	MTH1
ABZ2	MUD1
ABZ2	NUP120
ABZ2	NUP60
ABZ2	ODC1
ABZ2	PAA1
ABZ2	PEX4
ABZ2	PHB1
ABZ2	PHO5
ABZ2	POL32
ABZ2	PTH1
ABZ2	PUS5
ABZ2	PXA2
ABZ2	QCR9
ABZ2	RAD30
ABZ2	RAV2
ABZ2	RFX1
ABZ2	RHR2
ABZ2	RPG1_damp
ABZ2	RPI1
ABZ2	RRF1
ABZ2	RTC6
ABZ2	RTT107
ABZ2	RUP1
ABZ2	SCO1
ABZ2	SEC3
ABZ2	SET6
ABZ2	SFA1
ABZ2	SGF11
ABZ2	SGN1
ABZ2	SGS1
ABZ2	SHP1
ABZ2	SMI1
ABZ2	SNF1
ABZ2	SOP4
ABZ2	SPO19
ABZ2	SRP40
ABZ2	STL1
ABZ2	SUS1
ABZ2	SYS1
ABZ2	TMA17
ABZ2	TOF2
ABZ2	TOP1
ABZ2	TSA2
ABZ2	UME6
ABZ2	UTR2
ABZ2	VPS45
ABZ2	XRS2
ABZ2	YAR029W
ABZ2	YDR210W
ABZ2	YIL083C_damp
ABZ2	YKR018C
ABZ2	YMC2
ABZ2	YSR3
ABZ2	cdc11-5
ABZ2	cdc27-1
ABZ2	duo1-2
ABZ2	esa1-L254P
ABZ2	prp21-ts
ABZ2	prp22-1
ABZ2	prp28-101
ABZ2	sec11-2
ABZ2	smc1-2
ABZ2	smc3-1
ACA1	ADE6
ACA1	ADH6
ACA1	APE2
ACA1	APS1
ACA1	ARP6
ACA1	COG6
ACA1	COX6
ACA1	DEP1
ACA1	DYN1
ACA1	ECM33
ACA1	ELP2
ACA1	ERV1_damp
ACA1	FYV7
ACA1	GET3
ACA1	HXT4
ACA1	IOC4
ACA1	IPK1
ACA1	JEN1
ACA1	JID1
ACA1	KIP3
ACA1	LAS21
ACA1	MSS2
ACA1	NAP1
ACA1	NCE101
ACA1	NOC3_damp
ACA1	NUP133
ACA1	OPT2
ACA1	PMP3
ACA1	POL32
ACA1	RAD27
ACA1	RDI1
ACA1	RHO4
ACA1	RIM13
ACA1	RPS19B
ACA1	SCO2
ACA1	SCS3
ACA1	SEM1
ACA1	SHS1
ACA1	SHY1
ACA1	SLX9
ACA1	STV1
ACA1	SVP26
ACA1	SWF1
ACA1	SWP1_damp
ACA1	THG1_damp
ACA1	TOS6
ACA1	YME2
ACA1	YMR210W
ACA1	YSP1
ACA1	YSR3
ACA1	YUR1
ACA1	cdc3-1
ACA1	met30-9
ACA1	orc2-2
ACA1	prp4-1
ACA1	sec15-1
ACA1	stu1-5
ACA1	stu2-12
ACB1	ALD4
ACB1	APQ12
ACB1	ARO3
ACB1	ATG21
ACB1	ATG4
ACB1	AVO2
ACB1	CIK1
ACB1	CKB2
ACB1	CSE2
ACB1	CTI6
ACB1	CUP5
ACB1	DPB3
ACB1	DYN1
ACB1	EDS1
ACB1	EUG1
ACB1	FMP52
ACB1	GET3
ACB1	GRE3
ACB1	GVP36
ACB1	HAC1
ACB1	HIR1
ACB1	HMO1
ACB1	ILM1
ACB1	IRC15
ACB1	LST4
ACB1	MAE1
ACB1	MCM22
ACB1	MDL1
ACB1	MFA2
ACB1	MSH1
ACB1	OPI3
ACB1	OYE2
ACB1	OYE3
ACB1	PET20
ACB1	PEX29
ACB1	PSK2
ACB1	RAD30
ACB1	RAP1_damp
ACB1	RGD1
ACB1	RIA1
ACB1	RLP7_damp
ACB1	RPN13
ACB1	RPS4B
ACB1	SCS7
ACB1	SFT2
ACB1	SLM1
ACB1	SRP101_damp
ACB1	SST2
ACB1	STR2
ACB1	SWR1
ACB1	TCO89
ACB1	UPS1
ACB1	URE2
ACB1	VID28
ACB1	YKL033W-A
ACB1	YMR210W
ACB1	YNL086W
ACB1	YOP1
ACB1	YPT6
ACB1	abd1-5
ACB1	bos1-1
ACB1	cdc4-2
ACB1	cof1-5
ACB1	erg10-1
ACB1	erg8-1
ACB1	gpi8-ts
ACB1	lcb1-5
ACB1	prp16-ts
ACB1	rsc4-2
ACB1	sec22-3
ACB1	smc1-2
ACB1	ssl1-T242I
ACB1	stu2-12
ACE2	ADE6
ACE2	AIM44
ACE2	AKL1
ACE2	AKR1
ACE2	ALP1
ACE2	ANP1
ACE2	APL5
ACE2	APM4
ACE2	APQ12
ACE2	ARF1
ACE2	ATC1
ACE2	AUR1_damp
ACE2	AVT3
ACE2	BDH1
ACE2	BEM1
ACE2	BIT2
ACE2	BNI4
ACE2	BNS1
ACE2	CAF4
ACE2	CHL4
ACE2	CIN4
ACE2	CLB1
ACE2	CSE2
ACE2	CUP5
ACE2	CYK3
ACE2	DFM1
ACE2	DPB4
ACE2	DSF1
ACE2	DYN1
ACE2	EDE1
ACE2	EMP24
ACE2	ENT5
ACE2	ERG25_damp
ACE2	EUG1
ACE2	FAP1
ACE2	FMO1
ACE2	FMS1
ACE2	FYV10
ACE2	GDS1
ACE2	GIM4
ACE2	GIS2
ACE2	GLC7_damp
ACE2	GPR1
ACE2	GSG1
ACE2	GYP6
ACE2	HAC1
ACE2	HIR1
ACE2	HMO1
ACE2	HPF1
ACE2	HXT15
ACE2	HXT4
ACE2	ILV1
ACE2	INM2
ACE2	IOC4
ACE2	IWR1
ACE2	JNM1
ACE2	KAP123_damp
ACE2	KIN1
ACE2	KRE1
ACE2	MAL31
ACE2	MDE1
ACE2	MET31
ACE2	MET6
ACE2	MHP1
ACE2	MID1
ACE2	MRH1
ACE2	NIP100
ACE2	NOB1_damp
ACE2	NRG2
ACE2	NUM1
ACE2	NUP120
ACE2	NUP170
ACE2	NUP42
ACE2	OMS1
ACE2	OPI3
ACE2	OST2_damp
ACE2	PBY1
ACE2	PCI8
ACE2	PGS1_damp
ACE2	PHO11
ACE2	PHO13
ACE2	PIR1
ACE2	PLB3
ACE2	PPM1
ACE2	PSD2
ACE2	PSH1
ACE2	PTM1
ACE2	QDR2
ACE2	RAD23
ACE2	RAD34
ACE2	RAP1_damp
ACE2	RCN1
ACE2	REX4
ACE2	RFC3_damp
ACE2	RHO2
ACE2	RHO4
ACE2	RIT1
ACE2	RPP2B
ACE2	RRI1
ACE2	RRM3
ACE2	RVB1_damp
ACE2	SCS7
ACE2	SEH1
ACE2	SGF73
ACE2	SHE4
ACE2	SIP1
ACE2	SKI3
ACE2	SKT5
ACE2	SLM4
ACE2	SLO1
ACE2	SSF2
ACE2	STP2
ACE2	TCO89
ACE2	TEX1
ACE2	TOF1
ACE2	TPM2
ACE2	TRE1
ACE2	UBR1
ACE2	UIP5
ACE2	UME6
ACE2	VIK1
ACE2	VPS4
ACE2	VPS41
ACE2	VPS51
ACE2	VPS64
ACE2	YAP1
ACE2	YBR016W
ACE2	YBR141C
ACE2	YHR140W
ACE2	YJR003C
ACE2	YMD8
ACE2	YNL046W
ACE2	YNL086W
ACE2	YNL181W_damp
ACE2	YOP1
ACE2	YUH1
ACE2	YUR1
ACE2	act1-120
ACE2	act1-125
ACE2	act1-129
ACE2	act1-136
ACE2	arc15-10
ACE2	arc35-5
ACE2	cdc12-1
ACE2	cdc24-3
ACE2	cdc7-4
ACE2	cog3-1
ACE2	dbf4-3
ACE2	enp1-1
ACE2	erg8-1
ACE2	lst8-15
ACE2	med7-163
ACE2	pol5-1
ACE2	rsc4-2
ACE2	sda1-2
ACE2	sds22-5
ACE2	sec17-1
ACE2	sec27-1
ACE2	sec9-4
ACE2	slu7-ts1
ACE2	taf7-ts1
ACE2	tim22-19
ACE2	tor2-21
ACE2	wbp1-2
ACF2	APL3
ACF2	ARO4
ACF2	ATP11
ACF2	BBC1
ACF2	CTF8
ACF2	EDE1
ACF2	ERG11_damp
ACF2	FAR3
ACF2	IRC15
ACF2	ISW2
ACF2	MMS4
ACF2	NUP120
ACF2	PAC11
ACF2	PIR1
ACF2	PPT2
ACF2	RCK1
ACF2	RIA1
ACF2	RIM13
ACF2	RPL1B
ACF2	SLT2
ACF2	SOL4
ACF2	TMS1
ACF2	TOF1
ACF2	WHI2
ACF2	YPR015C
ACF2	abd1-5
ACF2	prp16-ts
ACF2	prp22-1
ACF2	sec63-1
ACF4	APE2
ACF4	APQ12
ACF4	ARL1
ACF4	ARL3
ACF4	ASK10
ACF4	ASM4
ACF4	BUD21
ACF4	CAB1_damp
ACF4	CAD1
ACF4	CAF4
ACF4	CIT3
ACF4	CKA2
ACF4	CKB1
ACF4	CLB6
ACF4	CMR3
ACF4	COG6
ACF4	CST6
ACF4	DCC1
ACF4	DEG1
ACF4	ELM1
ACF4	EMP24
ACF4	ENO1
ACF4	EOS1
ACF4	ERS1
ACF4	ESBP6
ACF4	EXO1
ACF4	FAA1
ACF4	FAT1
ACF4	FET4
ACF4	FMP43
ACF4	FPR1
ACF4	FUM1
ACF4	FUN14
ACF4	GFD1
ACF4	GPH1
ACF4	GTR1
ACF4	HIR1
ACF4	HMG1
ACF4	IDH1
ACF4	INM1
ACF4	IRC13
ACF4	IRC23
ACF4	KIN4
ACF4	LSC1
ACF4	MAE1
ACF4	MCX1
ACF4	MGT1
ACF4	MND2
ACF4	MON1
ACF4	MSC7
ACF4	NCL1
ACF4	NCR1
ACF4	NPP1
ACF4	NRK1
ACF4	ODC2
ACF4	OMS1
ACF4	OPY1
ACF4	PAA1
ACF4	PAD1
ACF4	PDB1
ACF4	PET10
ACF4	PTC5
ACF4	RAD14
ACF4	RAD27
ACF4	REE1
ACF4	RGI2
ACF4	RIC1
ACF4	RIP1
ACF4	RKM2
ACF4	RLF2
ACF4	RMD1
ACF4	ROG1
ACF4	RPL22A
ACF4	RPS25B
ACF4	RSC2
ACF4	SAC7
ACF4	SHE1
ACF4	SHS1
ACF4	SKT5
ACF4	SLO1
ACF4	SMT3_damp
ACF4	SPP381_damp
ACF4	SSD1
ACF4	STB1
ACF4	SWF1
ACF4	SWH1
ACF4	SYP1
ACF4	TOR2_damp
ACF4	TSC13_damp
ACF4	UBP1
ACF4	URA10
ACF4	URC2
ACF4	VAC14
ACF4	VAM6
ACF4	VPH1
ACF4	YBL055C
ACF4	YBL059W
ACF4	YBR056W
ACF4	YDR124W
ACF4	YDR134C
ACF4	YFH1_damp
ACF4	YGR164W
ACF4	YHR080C
ACF4	YHR180W
ACF4	YKL162C
ACF4	YLL058W
ACF4	YLR112W
ACF4	YLR422W
ACF4	YML010C-B
ACF4	YML012C-A
ACF4	YMR252C
ACF4	YNL022C
ACF4	YNL028W
ACF4	YNL144C
ACF4	YOL046C
ACF4	YOL050C
ACF4	YOL098C
ACF4	YOR228C
ACF4	YPL056C
ACF4	YPL205C
ACF4	YPL229W
ACF4	YPT7
ACF4	YSW1
ACF4	YVC1
ACF4	cdc3-1
ACF4	cdc37-ts
ACF4	orc2-4
ACF4	pse1-41
ACH1	ACM1
ACH1	AHT1
ACH1	AIM21
ACH1	AIM25
ACH1	AIM38
ACH1	AIM9
ACH1	AIR1
ACH1	ALG9
ACH1	ANP1
ACH1	APM3
ACH1	ARC18
ACH1	ARF3
ACH1	ASI3
ACH1	ASK10
ACH1	ASM4
ACH1	ATG21
ACH1	ATP10
ACH1	ATP18
ACH1	ATP23
ACH1	ATS1
ACH1	BCK1
ACH1	BEM3
ACH1	BFA1
ACH1	BOI2
ACH1	BRE2
ACH1	BRE5
ACH1	BUD27
ACH1	CAM1
ACH1	CAP2
ACH1	CHL1
ACH1	CIK1
ACH1	CMC1
ACH1	CMK1
ACH1	COG5
ACH1	COG7
ACH1	COQ10
ACH1	COX5A
ACH1	COX7
ACH1	CSF1
ACH1	CST6
ACH1	CTI6
ACH1	DAN2
ACH1	DAP1
ACH1	DBF2
ACH1	DBP1
ACH1	DBP3
ACH1	DFG16
ACH1	DID2
ACH1	DNM1
ACH1	DOA1
ACH1	DSS4
ACH1	DUR3
ACH1	EAF1
ACH1	ECM22
ACH1	ELP3
ACH1	ELP4
ACH1	EMI1
ACH1	EPT1
ACH1	ERV14
ACH1	ERV29
ACH1	FAR3
ACH1	FAR7
ACH1	FCY21
ACH1	FET3
ACH1	FLO9
ACH1	FMC1
ACH1	FMP43
ACH1	FRA1
ACH1	FRM2
ACH1	FUM1
ACH1	FUS1
ACH1	GCN1
ACH1	GCN2
ACH1	GCN3
ACH1	GEA1
ACH1	GGA2
ACH1	GLC7_damp
ACH1	GSG1
ACH1	HDA3
ACH1	HEH2
ACH1	HNM1
ACH1	HOM2
ACH1	HRD3
ACH1	HTA1
ACH1	HXK2
ACH1	HXT1
ACH1	HXT8
ACH1	IDS2
ACH1	ILM1
ACH1	IME2
ACH1	INO4
ACH1	IRA2
ACH1	IRC15
ACH1	IRC18
ACH1	IRE1
ACH1	ITC1
ACH1	IXR1
ACH1	JEN1
ACH1	JID1
ACH1	KAR9
ACH1	KEL3
ACH1	KKQ8
ACH1	KNS1
ACH1	KTI12
ACH1	LAS21
ACH1	LDB18
ACH1	LGE1
ACH1	LRC3
ACH1	LRP1
ACH1	LSM1
ACH1	LSM12
ACH1	LSP1
ACH1	MAD2
ACH1	MBR1
ACH1	MCR1
ACH1	MET22
ACH1	MLH3
ACH1	MMS2
ACH1	MNL1
ACH1	MNN11
ACH1	MNR2
ACH1	MPM1
ACH1	MRK1
ACH1	MRP49
ACH1	MRP8
ACH1	MRPL50
ACH1	MRT4
ACH1	MSB4
ACH1	MSC1
ACH1	MSC6
ACH1	MSN2
ACH1	MSN4
ACH1	MSS1
ACH1	MSS18
ACH1	MTD1
ACH1	NBA1
ACH1	NBP2
ACH1	NCA3
ACH1	NEW1
ACH1	NGL1
ACH1	NIT2
ACH1	NMA2
ACH1	NRM1
ACH1	NUP133
ACH1	NUP53
ACH1	OCA2
ACH1	OPI10
ACH1	OPI11
ACH1	ORM2
ACH1	PAC11
ACH1	PAP2
ACH1	PAT1
ACH1	PET20
ACH1	PEX15
ACH1	PEX29
ACH1	PFK2
ACH1	PIB2
ACH1	PIN2
ACH1	PIP2
ACH1	PKH3
ACH1	PMT6
ACH1	PNC1
ACH1	PNG1
ACH1	POL4
ACH1	PRM7
ACH1	PRY1
ACH1	PRY2
ACH1	PSP2
ACH1	PTP1
ACH1	PUF6
ACH1	PUS6
ACH1	QRI7
ACH1	RDI1
ACH1	REX3
ACH1	RGT1
ACH1	RHO2
ACH1	RIM13
ACH1	RIM15
ACH1	RIM9
ACH1	RML2
ACH1	RNH70
ACH1	RPC19_damp
ACH1	RPL11B
ACH1	RPL40B
ACH1	RPN13
ACH1	RPS21B
ACH1	RPS23A
ACH1	RPS25B
ACH1	RPS30A
ACH1	RSF2
ACH1	RTS1
ACH1	SAC7
ACH1	SAP30
ACH1	SAS4
ACH1	SAY1
ACH1	SBE22
ACH1	SDH1
ACH1	SDP1
ACH1	SDS3
ACH1	SEE1
ACH1	SER2
ACH1	SET4
ACH1	SET6
ACH1	SFC1
ACH1	SGF11
ACH1	SGF73
ACH1	SHE4
ACH1	SIN4
ACH1	SIP4
ACH1	SKI8
ACH1	SKN7
ACH1	SLF1
ACH1	SLI1
ACH1	SLT2
ACH1	SLX9
ACH1	SNT309
ACH1	SNX4
ACH1	SOH1
ACH1	SOR2
ACH1	SPO11
ACH1	SPO75
ACH1	SRN2
ACH1	SRP40
ACH1	SRY1
ACH1	SSD1
ACH1	SSF1
ACH1	STE50
ACH1	STI1
ACH1	STP1
ACH1	STR2
ACH1	SUB1
ACH1	SUR4
ACH1	SUT1
ACH1	SUV3
ACH1	SWC5
ACH1	SWF1
ACH1	SWR1
ACH1	TCB1
ACH1	TEF4
ACH1	TES1
ACH1	TFP1
ACH1	TGL4
ACH1	TIF1
ACH1	TIM13
ACH1	TMA10
ACH1	TMA23
ACH1	TMN2
ACH1	TOF2
ACH1	TOK1
ACH1	TPO5
ACH1	TRE1
ACH1	TRM1
ACH1	TRR2
ACH1	UBC7
ACH1	UBI4
ACH1	UBP16
ACH1	UBP6
ACH1	UBX4
ACH1	VAC14
ACH1	VAM3
ACH1	VBA5
ACH1	VEL1
ACH1	VIP1
ACH1	VMA8
ACH1	VPH1
ACH1	VPS27
ACH1	VPS29
ACH1	VPS5
ACH1	VPS62
ACH1	VPS9
ACH1	VTC4
ACH1	WHI3
ACH1	WHI5
ACH1	XBP1
ACH1	XYL2
ACH1	YAF9
ACH1	YAP3
ACH1	YAP5
ACH1	YAR1
ACH1	YBP2
ACH1	YBR271W
ACH1	YCL033C
ACH1	YDL071C
ACH1	YDL094C
ACH1	YDL157C
ACH1	YDL172C
ACH1	YDR336W
ACH1	YDR374C
ACH1	YDR455C
ACH1	YDR537C
ACH1	YDR541C
ACH1	YER091C-A
ACH1	YER108C
ACH1	YER156C
ACH1	YET1
ACH1	YFL052W
ACH1	YFR006W
ACH1	YFT2
ACH1	YGL024W
ACH1	YGL132W
ACH1	YGL149W
ACH1	YGL217C
ACH1	YGR050C
ACH1	YGR067C
ACH1	YGR182C
ACH1	YGR283C
ACH1	YHL041W
ACH1	YHR009C
ACH1	YHR035W
ACH1	YHR049C-A
ACH1	YHR139C-A
ACH1	YHR180W
ACH1	YIL058W
ACH1	YIL096C
ACH1	YIR024C
ACH1	YIR035C
ACH1	YIR042C
ACH1	YJL067W
ACH1	YJL147C
ACH1	YJL218W
ACH1	YJR107W
ACH1	YJR129C
ACH1	YKL063C
ACH1	YKL070W
ACH1	YKL102C
ACH1	YKL105C
ACH1	YKL123W
ACH1	YKL136W
ACH1	YKL171W
ACH1	YKL177W
ACH1	YKL199C
ACH1	YKL222C
ACH1	YLH47
ACH1	YLL023C
ACH1	YLL059C
ACH1	YLR073C
ACH1	YLR104W
ACH1	YLR402W
ACH1	YLR422W
ACH1	YMD8
ACH1	YML058C-A
ACH1	YMR034C
ACH1	YMR181C
ACH1	YMR31
ACH1	YNL022C
ACH1	YNL108C
ACH1	YNR021W
ACH1	YOL046C
ACH1	YOL050C
ACH1	YOL160W
ACH1	YOP1
ACH1	YOR012W
ACH1	YOR050C
ACH1	YOR223W
ACH1	YOR338W
ACH1	YOR365C
ACH1	YPL056C
ACH1	YPL062W
ACH1	YPL199C
ACH1	YPR096C
ACH1	YPT7
ACH1	YSC83
ACH1	YSP3
ACH1	act1-124
ACH1	act1-125
ACH1	arc15-10
ACH1	arc35-5
ACH1	cet1-15
ACH1	cop1-1
ACH1	gwt1-20
ACH1	lcb1-5
ACH1	med7-163
ACH1	mps1-1
ACH1	smc1-2
ACH1	taf8-7
ACH1	yhc1-3
ACK1	ALG5
ACK1	APS2
ACK1	ARL3
ACK1	BNI4
ACK1	COX12
ACK1	CYT1
ACK1	DER1
ACK1	DNM1
ACK1	ERG25_damp
ACK1	EXG1
ACK1	GDS1
ACK1	GPX2
ACK1	GYP8
ACK1	HAC1
ACK1	HHT2
ACK1	HOC1
ACK1	HOS2
ACK1	HUL4
ACK1	HUR1
ACK1	IES2
ACK1	IMD3
ACK1	IOC4
ACK1	KRE1
ACK1	NCE101
ACK1	NIC96_damp
ACK1	NOC4_damp
ACK1	PBS2
ACK1	PET122
ACK1	PLB3
ACK1	PMR1
ACK1	REE1
ACK1	RHR2
ACK1	ROM1
ACK1	RPL6A
ACK1	RVB2_damp
ACK1	SCO1
ACK1	SCO2
ACK1	SEC66
ACK1	SHE4
ACK1	SHM2
ACK1	SLA1
ACK1	SNT1
ACK1	TSC13_damp
ACK1	UBS1
ACK1	UTP30
ACK1	WHI5
ACK1	YLR301W
ACK1	YND1
ACK1	abd1-5
ACK1	cdc12-1
ACK1	cdc3-1
ACK1	cet1-15
ACK1	srm1-ts
ACM1	AIM44
ACM1	ANP1
ACM1	APQ12
ACM1	AQY2
ACM1	ARN2
ACM1	BCY1
ACM1	BEM1
ACM1	BEM2
ACM1	BFA1
ACM1	BIM1
ACM1	BUB3
ACM1	CAB1_damp
ACM1	CHK1
ACM1	CSM1
ACM1	CYK3
ACM1	DGK1
ACM1	DOG1
ACM1	DPH5
ACM1	DUN1
ACM1	DYN3
ACM1	ECM33
ACM1	EMI1
ACM1	ENO2
ACM1	FAP1
ACM1	GBP2
ACM1	GIM5
ACM1	GPB2
ACM1	GPX2
ACM1	HIR1
ACM1	HPT1
ACM1	HSL1
ACM1	HSP30
ACM1	HTZ1
ACM1	HUB1
ACM1	HXT2
ACM1	IRA2
ACM1	IRS4
ACM1	JNM1
ACM1	LRS4
ACM1	LSM4_damp
ACM1	MAD3
ACM1	MAK16_damp
ACM1	MPE1_damp
ACM1	NUR1
ACM1	PAC1
ACM1	PAP2
ACM1	PAT1
ACM1	PGM2
ACM1	PRM7
ACM1	PSK2
ACM1	PTK1
ACM1	RAD50
ACM1	RCO1
ACM1	RMA1
ACM1	RML2
ACM1	RPD3
ACM1	RPT2_damp
ACM1	RTS1
ACM1	SAM2
ACM1	SAS2
ACM1	SDS24
ACM1	SEM1
ACM1	SGN1
ACM1	SHP1
ACM1	SIN3
ACM1	SLX1
ACM1	SLY41
ACM1	SPE1
ACM1	SPP381_damp
ACM1	SRY1
ACM1	SSA2
ACM1	SWI3
ACM1	TRM82
ACM1	VPS8
ACM1	WHI2
ACM1	XDJ1
ACM1	XYL2
ACM1	YAR029W
ACM1	YDL233W
ACM1	YDR124W
ACM1	YDR210W
ACM1	YHR020W_damp
ACM1	YIH1
ACM1	cdc10-4
ACM1	cdc20-3
ACM1	esa1-L254P
ACM1	prt1-1
ACM1	psf1-1
ACN9	ADE2
ACN9	ADE4
ACN9	ADH6
ACN9	AIM21
ACN9	AIM22
ACN9	AIM32
ACN9	AIM37
ACN9	AKL1
ACN9	ALD6
ACN9	ANT1
ACN9	APL1
ACN9	APM1
ACN9	APQ12
ACN9	ARN2
ACN9	ART5
ACN9	ASK10
ACN9	ATF1
ACN9	BBC1
ACN9	BIO4
ACN9	BNA1
ACN9	BNA4
ACN9	BRE5
ACN9	BUD19
ACN9	BUL1
ACN9	CHK1
ACN9	CIN1
ACN9	CKA2
ACN9	CKB1
ACN9	CKB2
ACN9	CLB5
ACN9	CLU1
ACN9	CMR3
ACN9	COG5
ACN9	COX5B
ACN9	CRC1
ACN9	CSE2
ACN9	CSR2
ACN9	CTF8
ACN9	CUR1
ACN9	DAL2
ACN9	DAP2
ACN9	DDC1
ACN9	DEG1
ACN9	DFG16
ACN9	DIP5
ACN9	DNM1
ACN9	DSS4
ACN9	DUN1
ACN9	DYN1
ACN9	ECM23
ACN9	EDE1
ACN9	ELO1
ACN9	ELP6
ACN9	EMP24
ACN9	ENO1
ACN9	EOS1
ACN9	ERR1
ACN9	ERV41
ACN9	FAA1
ACN9	FIT2
ACN9	FKS3
ACN9	FMP37
ACN9	FRT1
ACN9	FUM1
ACN9	GDB1
ACN9	GIP3
ACN9	GNT1
ACN9	GPD2
ACN9	GSP2
ACN9	GTR1
ACN9	GYP6
ACN9	HDA1
ACN9	HDA3
ACN9	HES1
ACN9	HMI1
ACN9	HMO1
ACN9	HRB1
ACN9	HST2
ACN9	HXT12
ACN9	HXT5
ACN9	IBI1
ACN9	ICE2
ACN9	ICL2
ACN9	ICS3
ACN9	INP1
ACN9	IRC10
ACN9	IRC14
ACN9	IRC18
ACN9	ISN1
ACN9	KEL3
ACN9	KGD2
ACN9	KIN4
ACN9	KIP2
ACN9	LAT1
ACN9	LCB3
ACN9	LEE1
ACN9	LEU3
ACN9	MDL2
ACN9	MDS3
ACN9	MEK1
ACN9	MET31
ACN9	MF(ALPHA)1
ACN9	MFA2
ACN9	MGA2
ACN9	MKT1
ACN9	MLH1
ACN9	MMS1
ACN9	MPD1
ACN9	MSB1
ACN9	MSB2
ACN9	MSH2
ACN9	MSS18
ACN9	MUB1
ACN9	NFI1
ACN9	NGL2
ACN9	NMA111
ACN9	NRT1
ACN9	NUP188
ACN9	OCA2
ACN9	ODC1
ACN9	OST3
ACN9	OXR1
ACN9	PAU13
ACN9	PBS2
ACN9	PCL8
ACN9	PDR10
ACN9	PDR5
ACN9	PEX15
ACN9	PEX25
ACN9	PEX27
ACN9	PHO90
ACN9	PIP2
ACN9	PKR1
ACN9	PMA2
ACN9	PMR1
ACN9	PMS1
ACN9	POR2
ACN9	POT1
ACN9	PPQ1
ACN9	PRC1
ACN9	PSK2
ACN9	PSP2
ACN9	PTC2
ACN9	PUB1
ACN9	PUF2
ACN9	QNQ1
ACN9	RBD2
ACN9	RBL2
ACN9	REC8
ACN9	REV3
ACN9	RGD1
ACN9	RGP1
ACN9	RHO2
ACN9	RIM8
ACN9	RLF2
ACN9	RME1
ACN9	RNH70
ACN9	RNY1
ACN9	ROX1
ACN9	RPC19_damp
ACN9	RPP2A
ACN9	RPS7B
ACN9	RPS9A
ACN9	RSF1
ACN9	SCW4
ACN9	SDH1
ACN9	SGA1
ACN9	SIP4
ACN9	SKS1
ACN9	SLP1
ACN9	SLX4
ACN9	SLY41
ACN9	SMI1
ACN9	SPI1
ACN9	SPO21
ACN9	SPR1
ACN9	SPT3
ACN9	SRO7
ACN9	SSK2
ACN9	SSO1
ACN9	SUT1
ACN9	SVL3
ACN9	TAZ1
ACN9	TCB1
ACN9	TCO89
ACN9	TDH3
ACN9	TEF2
ACN9	TIM13
ACN9	TIP41
ACN9	TIR3
ACN9	TLG2
ACN9	TOK1
ACN9	TOS8
ACN9	UBP15
ACN9	UIP4
ACN9	URE2
ACN9	URK1
ACN9	VAM7
ACN9	VPS30
ACN9	VPS35
ACN9	VTC3
ACN9	VTH1
ACN9	WHI5
ACN9	WSC3
ACN9	YAR1
ACN9	YBP2
ACN9	YGL117W
ACN9	YGL165C
ACN9	YGL176C
ACN9	YGL235W
ACN9	YGR012W
ACN9	YGR153W
ACN9	YGR242W
ACN9	YGR250C
ACN9	YHR078W
ACN9	YIG1
ACN9	YIL054W
ACN9	YIL067C
ACN9	YIL096C
ACN9	YIP4
ACN9	YJL144W
ACN9	YJL185C
ACN9	YLH47
ACN9	YME2
ACN9	YML037C
ACN9	YMR031W-A
ACN9	YMR086W
ACN9	YMR158W-A
ACN9	YMR193C-A
ACN9	YMR244C-A
ACN9	YMR253C
ACN9	YMR304C-A
ACN9	YMR326C
ACN9	YND1
ACN9	YNG1
ACN9	YNL109W
ACN9	YNR005C
ACN9	YOL057W
ACN9	YOL106W
